"Date","Headline","Place","Name","Story"
"10/31/2012","TERRYBERRY LIBRARY","The Terryberry Branch of the Hamilton Public Library is at Mohawk Road West and West 5th Street.","In 1810, William Terryberry opened the Terryberry Inn, near where the library stands today.","Stofel Durenberger (1714 to 1766) came to North America from Germany in 1738 and his name was anglicized to Stephen Terryberry. His grandson William moved to the Hamilton area in the early 1800s, opening the inn that was a popular stopover for people travelling by stagecoach between Niagara and Ancaster. The inn was demolished in 1897."
"8/10/2013","TH&B","The TH&B was a railway that ran in the Hamilton area from 1892 to 1987.","TH&B stands for Toronto, Hamilton and Buffalo.","The railway was used as an alternative route for businesses in the Hamilton area to ship cargo within the area, and then travel further afield through Canadian Pacific Railway or the New York Central, which jointly owned the TH&B for most of its existence."
"6/18/2013","THE AMBITIOUS CITY","The term Ambitious City has been used at various times since the 19th century to describe Hamilton.","It started in 1847 when The Globe newspaper in Toronto called Hamilton ""the Ambitious City"" in a derisive way. The suggestion was that Hamilton had ambitions far exceeding its talents.","But then Robert Smiley, the first editor of The Spectator, came to Hamilton's defence, saying the Ambitious City was a proud and perfect descriptor of a community with great potential: ""We hope our neighbour is not becoming jealous of the manner in which we are going ahead ... or envious of the spirit displayed by our public men ... in all that betokens enterprise, public spirit and future greatness Hamilton will hold its own with any city in the province. The ambitious little city threatens speedily to become a prosperous large one."""
"10/11/2012","The Gary Proctor Building","The Gary Proctor Building is at the corner of John and Wilson streets in downtown Hamilton.","Gary Proctor (1945-1967) was the son of Wilfred Proctor, who erected the building in the early 1970s.","Wilfred Proctor was known for running the ARC School of Welding from that site. After his son Gary died at 22 - apparently after being injured in a hockey game - he built the three-storey building at John and Wilson and named it after the son so the young man's name would be remembered. The Proctor family long ago sold the building, but the name endures."
"7/19/2013","Thorpe Street","Thorpe runs north-south between King Street East and Union Cemetery in Dundas.","Jacob Thorpe was a brewery owner who moved to Dundas in the 1820s. He died in 1932 of cholera.","According to the book Hamilton Street Names, the street (formerly called Church Street) was changed in 1827 after the wealthy Thorpe donated $10 to improvements to nearby roads to improve transportation in the small town. The road was partially closed in 1878."
"11/30/2012","Tiffany Street","Tiffany Street is in the harbour area of central Hamilton, running north-south between Barton Street West and Stuart Street.","George Sylvester Tiffany (1805-1856) was mayor of Hamilton in 1848.","A hotbed in the west harbour stadium debate, this stretch of road next to the railway yards was once Tiffany's stomping ground. According to the book Hamilton Street Names by Margaret Houghton, Tiffany was the director of the Great Western Railway and made money from buying up land along the Waterfront where the railway was to be built. Tiffany was also a lawyer with a practice on Hughson Street South. He's buried in St. John's Anglican Churchyard in Ancaster."
"11/16/2012","TIM HORTONS","Tim Hortons restaurants are everywhere in Canada and throughout the United States, but the very first one opened on Ottawa Street in Hamilton.","Tim Horton (1930 to 1974) was a defenceman in the NHL for 22 seasons, spending the most well-known of those with the Toronto Maple Leafs. He went into the doughnut and coffee business in 1964 and then became partners with Ron Joyce in 1967.","Horton died in a high-speed single-car accident in 1974. Joyce later bought out the Horton family’s shares and became sole owner of what was then a chain of 40 stores. Since then the company has gone public and has more than 4,000 locations."
"11/23/2012","TOGO SALMON HALL","Togo Salmon Hall is a building opened in 1966 at McMaster University that's used for classrooms and offices.","Edward Togo Salmon (1905-1988) was an ancient history professor and university administrator.","Salmon was born in England and educated in New South Wales before attending the University of Cambridge in England for his master of arts and doctorate degrees. He taught for 43 years at McMaster, chairing its history department for part of that time. He also worked as a news commentator at CKOC radio."
"3/9/2013","TORRANCE STREET","Torrance Street runs between Lakeshore Road and Harris Crescent in Burlington, a few blocks east of the downtown.","The street is named for the Torrance family, who were merchant shippers based in Montreal.","The street was established in 1878, according to Burlington's Streets by the Burlington Historical Society. The Torrance family purchased land that contained the street off James Gage decades earlier. David Torrance filed two survey plans in the 1870s. Another survey was done in 1884. David Torrance, who had been president of the Bank of Montreal, died in 1876."
"9/22/2012","TUCKETT STREET","Tuckett Street runs between Locke and Pearl streets in the central part of the city.","George Elias Tuckett (1835-1900) is most known for tobacco manufacturing in Hamilton. He was also mayor of the city in 1896.","Tuckett was a wealthy Hamilton entrepreneur who got rich by grabbing a sizable piece of the Canadian tobacco market when imports from the United States during the American Civil War were disrupted. He built his Tuckett Mansion on Queen Street and lived there until his death. The building is now the Scottish Rite of Freemasonry."
"6/12/2013","Twenty Road","Twenty Road is in Glanbrook and runs between Glover Road in the east and Glancaster Road in the west.","Twenty Road is named for Twenty Mile Creek, which has its headwaters in Glanbrook.","Twenty Road was known in the early part of the 20th century as Powerline Road. Hamilton Street Names says this was due to hydro lines that ran south of the road. The headwaters of Twenty Mile Creek are in the northwest part of the former township. It might have been renamed because of the existence of Powerline Road, which runs between Ancaster and Brantford. It has hydro lines running east of the road. Twenty Creek runs east into Niagara, spills over the escarpment at Ball's Falls and empties into Lake Ontario at Jordan Harbour."
"3/12/2013","UNSWORTH AVENUE","Unsworth Avenue runs from North Shore Boulevard to Sumach Drive in the Aldershot part of Burlington.","It is named for the Unsworth family, who came to the area in 1848 from Liverpool.","Giles Gorton Unsworth and his wife, Ann, arrived with a family of nine, according to the book Burlington's Streets by the Burlington Historical Society. The couple died within three years of arriving. The first Unsworth farm was north of Plains Road, where Sumach Drive is now. In 1882, family member Albert bought land south of that on Plains Road. His son, George Unsworth, built his first greenhouse in 1900. Its heat plant with a clock later became an Aldershot landmark. The greenhouses were demolished in 2005. The Burlington Gardens retirement home was built on the property in 2007."
"9/6/2013","USS HAMILTON","The Hamilton, along with the Scourge, is a sunken American Navy schooner from the War of 1812 on the bottom of Lake Ontario, 11 kilometres from Port Dalhousie.","The ship was named in honour of United States Secretary of the Navy Paul Hamilton (1762 to 1816).","It was an interesting coincidence that the Hamilton would end up being owned by the City of Hamilton, as it has been since 1980. However, the city was named after its founder, George Hamilton (1788 to 1836), who served on the British side in the War of 1812. The schooner, built as a merchant vessel, was originally named Diana. The U.S. navy bought it, added armaments for military service and changed its name."
"8/17/2013","VALENS","Valens is a community in northwest Flamborough and is centred around Valens Road and Regional Road 97 (formerly Highway 97).","It is named for the Valens family which settled in the area in 1834.","John Valens was the first settler in the area. That is from the 1889 book The Pioneers of Beverly. His brother Robert and sister Jane also came to the area. The book mentions how John Valens also brought the first threshing machine into the settlement and built the first saw mill. The farm community honoured him with the title of ‘Governor.' He was one of the first men elected to Beverly Township Council in 1850. Valens (1810-1894) is buried in Kirkwall."
"3/1/2013","VEEVERS PARK","Veevers Park is located at 688 Greenhill Ave.","The Veevers family owned an 80-hectare fruit and dairy farm from the 1930s to the 1990s around what is Veevers Drive today.","Ronald and Bertram Veevers bequeathed 5 hectares of the family’s remaining land, their 1800s farmhouse, furniture and other assets to the City of Hamilton in 1993. The farmhouse is used by Green Venture, the local environmental organization that promotes ""sustainable living"" and ""a cleaner, healthier community."""
"8/31/2013","Viscount Montgomery Elementary School","1525 Lucerne Ave.","Field Marshal Viscount Montgomery of Alamein (1887 - 1976) was a prominent military leader in the Second World War, also with a distinguished service record in the First World War.","Montgomery referred to the school as his ""beloved school, "" and visited it five times. According to the Hamilton-Wentworth District School Board, he told students during his last visit in 1960: ""Let's make Viscount Montgomery School the best in Hamilton, the best in Ontario, the best in Canada. I don't associate myself with anything that is not good. It is up to you to see that everything about this school is good. It is up to the students to not only be the best in school, but in their behaviour outside of Viscount. Education is not just something that will help you pass your exams and get you a job, it is to develop your brain to teach you to marshal facts and do things."""
"8/21/2013","WALKER'S LINE","Walker's Line in Burlington runs from Lakeshore Road north past Derry Road.","The route is named for Philip Walker, who, with his wife, Susannah Cline, was an early settler in the area.","The Walkers arrived in 1816 and grew to a family of 10, acquiring more land for farming as new families were formed, according to the Burlington Historical Society."
"11/12/2012","Webster's Falls","The falls are in the appropriately named Spencer Gorge/Webster's Falls Conservation Area.","Joseph Webster Sr. came to the Hamilton area from Gloucestershire, England, in 1819, and purchased more than 100 acres of land.","On the land purchased by Webster was a wonderful waterfall that became known as Webster's Falls. There is also a street in Greensville named for the Webster family."
"7/10/2013","WESANFORD PLACE","Wesanford Place is a cul-de-sac that runs east off Caroline Street South, between Jackson Street West and Hunter Street West.","It is named for a mansion that stood on Caroline Street and was named for its owner, senator and businessman William Eli Sanford.","Hamilton Street Names says the home was built in middle of the 19th century by Hamilton Tin Factory founder Edward Jackson, uncle and father-in-law of Sanford. The mansion became the property of Sanford in 1875. The 56-room mansion became known as Wesanford in 1892. The senator drowned in 1899 and the mansion was torn down after his second wife died in 1938."
"7/20/2013","Wilcox Street","Wilcox Street runs north-south between Stelco and Burlington Street East","n 1910. In 1916, he became chairman of the board, a position he held until he died in 1938.","Wilcox donated land on Cannon Street for a playground and also gave generously to the sanatorium. In recognition, the Wilcox Pavilion in Chedoke Hospital was named after him. In 1930, Harvey Lane, adjacent to Stelco, was renamed Wilcox Street in his honour, according to the book Hamilton Street Names."
"8/2/2013","WILLIAM McCULLOCH PARK","The park is at 200 Bonaventure Dr. on the Mountain.","William J. McCulloch, who died in 1968 at the age of 63, was a Citizen of the Year, a gifted orator, historian and a longtime journalist with The Hamilton Spectator.","McCulloch, father of William M. McCulloch (a former alderman), held numerous civic positions, including heading the committee that oversaw Centennial events in the city in 1967."
"7/31/2013","WILLIAM SCHWENGER PARK","86 Claudette Gate","William Schwenger (1892 to 1962) was a lawyer, an MPP, deputy speaker of the Ontario legislature, Wentworth Country judge and chair of the city's board of parks management and Royal Botanical Gardens.","Schwenger was known as ""Mr. Parks"" because of his enthusiastic involvement with the parks board and the RBG, working to increase private and government support and standing up against efforts to develop green space."
"3/4/2013","WILSON STREET","Wilson Street, Ancaster, runs between Filman Road and Garner Road.","James Wilson built a grist mill and saw mill near the intersection of Rousseaux and Wilson streets in Ancaster in 1791.","Wilson was an enterprising businessman, opening a tavern, a store, blacksmith’s shop and even a distillery. Along with Richard Beasley, Wilson is acknowledged as being a co-founder of Ancaster."
"7/16/2013","WINONA","Winona is a community in Stoney Creek at the crossroads of Winona Road and Highway 8.","It is not clear where the name came from.","The community was called Ontario when the post office opened in 1851. It was changed to Winona in 1868, a year after Confederation, because Canada West was renamed Ontario. According to Saltfleet Then and Now, some said the community was renamed Winona because of the vineyards, while others said it was named after the daughter of Chief Tecumseh. Ontario Place Names says it means ""first-born daughter"" and that the chief's daughter is believed to have jumped to her death from the Niagara Escarpment."
"6/14/2013","WITHERSPOON STREET","Witherspoon Street is in Dundas and runs east-west between Market Street North and Melville Street.","The street is named for the Witherspoon family, who came to Dundas in 1834.","Patriarch Alexander Witherspoon died before ever setting foot in Dundas. According to the book Hamilton Street Names, he took a purse of gold in Scotland for inventing an improvement to watchmaking and bought a farm west of Dundas. The Dundas Valley Golf and Curling Club now occupies part of this farm. During the ocean crossing, he fell ill, but when he arrived in Hamilton he wanted to walk to his farm. He collapsed en route and died four days later. His wife sold the farm and built a house on Hatt Street. The couple had 10 children."
"6/17/2013","YEOVILLE NEIGHBOURHOOD","The Yeoville neighbourhood is between Mohawk Road, the Linc and Upper James and West 5th streets.","Sir James Lucas Yeo (1782 to 1818), was a British naval commander in the War of 1812, in charge of the Great Lakes fleet.","Among his accomplishments in the War of 1812 were successfully blockading the American fleet in Sackett's Harbour, Lake Ontario, for months and capturing Oswego, now part of New York State, in 1814. After the war he served in the British Navy on the West African coast and died at sea."
